business_id,date,description
9289,20180803,Improper thawing methods 
9289,20180803,Improper food storage
9289,20171030,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 8/3/2018 ]
9289,20171030,Moderate risk food holding temperature   [ date violation corrected: 10/30/2017 ]
9289,20161114,Low risk vermin infestation  [ date violation corrected: 10/30/2017 ]
9289,20161114,Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 10/30/2017 ]
9289,20161114,Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/30/2017 ]
9289,20161114,Improper storage of equipment utensils or linens  [ date violation corrected: 11/14/2016 ]
10362,20171204,Unapproved or unmaintained equipment or utensils
10362,20171204,Other low risk violation
10377,20170424,Unclean or unsanitary food contact surfaces  [ date violation corrected: 9/19/2017 ]
10377,20161011,Unclean hands or improper use of gloves  [ date violation corrected: 10/11/2016 ]
10377,20160814,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/11/2016 ]
10377,20160814,Unclean nonfood contact surfaces  [ date violation corrected: 10/11/2016 ]
10377,20160814,Permit license or inspection report not posted  [ date violation corrected: 10/11/2016 ]
10377,20160814,Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 10/11/2016 ]
10377,20150830,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/20/2015 ]
10377,20150830,No thermometers or uncalibrated thermometers   [ date violation corrected: 9/20/2015 ]
10377,20150830,No hot water or running water  [ date violation corrected: 9/20/2015 ]
11289,20180307,No thermometers or uncalibrated thermometers   [ date violation corrected: 4/17/2018 ]
11289,20180307,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 3/7/2018 ]
11289,20180307,Moderate risk food holding temperature 
11289,20160802,Unclean nonfood contact surfaces  [ date violation corrected: 3/7/2018 ]
11289,20160802,Inadequate warewashing facilities or equipment  [ date violation corrected: 3/7/2018 ]
11487,20170919,No hot water or running water
11487,20170919,Unapproved or unmaintained equipment or utensils
11487,20170424,Insufficient hot water or running water  [ date violation corrected: 9/19/2017 ]
11487,20160410,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/1/2016 ]
11487,20160410,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/1/2016 ]
11487,20150830,Improper storage of equipment utensils or linens  [ date violation corrected: 4/10/2016 ]
11488,20160410,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 8/14/2016 ]
14071,20180307,Permit license or inspection report not posted
14071,20180307,Moderate risk food holding temperature 
14071,20180307,No thermometers or uncalibrated thermometers 
14071,20160802,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/2/2016 ]
14075,20160711,Insufficient hot water or running water
14075,20160711,Improper food storage
15752,20160414,Unclean nonfood contact surfaces  [ date violation corrected: 7/6/2016 ]
16286,20161118,Unclean or degraded floors walls or ceilings  [ date violation corrected: 12/15/2017 ]
16286,20161118,Moderate risk vermin infestation  [ date violation corrected: 12/15/2017 ]
16286,20161118,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 12/15/2017 ]
16286,20161118,Inadequate warewashing facilities or equipment  [ date violation corrected: 12/15/2017 ]
17822,20180327,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 4/9/2018 ]
17822,20150925,Unclean or unsanitary food contact surfaces  [ date violation corrected: 10/21/2015 ]
17822,20150925,Permit license or inspection report not posted  [ date violation corrected: 10/21/2015 ]
18399,20161003,Foods not protected from contamination  [ date violation corrected: 12/19/2017 ]
18399,20160401,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 10/3/2016 ]
19002,20180607,Food safety certificate or food handler card not available
19002,20180607,Unclean or unsanitary food contact surfaces
19002,20180607,Foods not protected from contamination
19002,20170620,Food safety certificate or food handler card not available  [ date violation corrected: 6/7/2018 ]
19002,20170620,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/20/2017 ]
19002,20170620,Foods not protected from contamination  [ date violation corrected: 6/20/2017 ]
19002,20170620,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 6/20/2017 ]
19002,20160929,Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 6/20/2017 ]
19002,20160929,Moderate risk food holding temperature   [ date violation corrected: 6/20/2017 ]
19002,20160929,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/20/2017 ]
19002,20160225,Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 9/29/2016 ]
19002,20160225,Inadequate warewashing facilities or equipment  [ date violation corrected: 9/29/2016 ]
19002,20160225,Moderate risk food holding temperature   [ date violation corrected: 9/29/2016 ]
19002,20160225,Improper or defective plumbing  [ date violation corrected: 9/29/2016 ]
19403,20180302,Unclean or degraded floors walls or ceilings
19403,20180302,Moderate risk vermin infestation  [ date violation corrected: 3/15/2018 ]
19403,20170905,Improper or defective plumbing  [ date violation corrected: 9/12/2017 ]
19403,20170905,Moderate risk vermin infestation  [ date violation corrected: 9/12/2017 ]
19403,20160822,Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/5/2017 ]
19403,20160329,Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/22/2016 ]
19416,20180718,Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 7/18/2018 ]
19416,20180718,Unclean or degraded floors walls or ceilings
19416,20171122,Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/18/2018 ]
19416,20171122,Unclean nonfood contact surfaces  [ date violation corrected: 7/18/2018 ]
19416,20171122,Improper or defective plumbing  [ date violation corrected: 7/18/2018 ]
19416,20161222,Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/22/2017 ]
19416,20161222,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 11/22/2017 ]
19416,20160629,Unclean or degraded floors walls or ceilings  [ date violation corrected: 12/22/2016 ]
19416,20160629,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 12/22/2016 ]
19416,20160629,Permit license or inspection report not posted  [ date violation corrected: 12/22/2016 ]
19417,20171128,Unclean or degraded floors walls or ceilings
19417,20171128,Worker safety hazards
19417,20170224,Improper storage of equipment utensils or linens  [ date violation corrected: 11/28/2017 ]
19417,20170224,Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/28/2017 ]
19418,20180626,Insufficient hot water or running water
19418,20170208,Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/26/2018 ]
21407,20171211,Low risk vermin infestation  [ date violation corrected: 1/11/2018 ]
21407,20171211,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 1/11/2018 ]
21407,20171211,Unclean nonfood contact surfaces  [ date violation corrected: 1/11/2018 ]
21407,20171211,Permit license or inspection report not posted  [ date violation corrected: 1/11/2018 ]
21407,20171211,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/11/2018 ]
21407,20170224,Moderate risk food holding temperature   [ date violation corrected: 2/24/2017 ]
21407,20170224,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 12/11/2017 ]
22177,20171205,Inadequately cleaned or sanitized food contact surfaces
22177,20171205,Unapproved or unmaintained equipment or utensils
22177,20171205,Other low risk violation
22177,20171205,Low risk vermin infestation
24431,20180625,Unclean nonfood contact surfaces
24431,20180625,Permit license or inspection report not posted
24431,20180625,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 7/2/2018 ]
24431,20171213,Unclean nonfood contact surfaces  [ date violation corrected: 6/25/2018 ]
24431,20171213,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/5/2018 ]
24431,20171213,Low risk vermin infestation  [ date violation corrected: 1/3/2018 ]
24431,20170112,Unclean or degraded floors walls or ceilings  [ date violation corrected: 12/13/2017 ]
24431,20170112,Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 12/13/2017 ]
24431,20150828,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/28/2015 ]
24431,20150828,Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/3/2017 ]
28209,20180615,Unclean or degraded floors walls or ceilings
28209,20180615,Unapproved or unmaintained equipment or utensils
28209,20171027,Unclean or unsanitary food contact surfaces  [ date violation corrected: 10/27/2017 ]
28209,20171027,High risk food holding temperature   [ date violation corrected: 11/15/2017 ]
28209,20170119,No thermometers or uncalibrated thermometers   [ date violation corrected: 10/26/2017 ]
28209,20170119,Moderate risk food holding temperature   [ date violation corrected: 10/26/2017 ]
28209,20170119,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 10/26/2017 ]
28209,20170119,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/26/2017 ]
28209,20151224,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/19/2017 ]
28209,20151224,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 1/19/2017 ]
32578,20171018,Improper storage of equipment utensils or linens
32578,20171018,Unclean or degraded floors walls or ceilings
32578,20171018,Inadequate food safety knowledge or lack of certified food safety manager
32578,20160531,Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/18/2017 ]
32578,20160531,Moderate risk food holding temperature   [ date violation corrected: 10/18/2017 ]
32579,20170918,Unclean or degraded floors walls or ceilings
32579,20160725,Moderate risk food holding temperature   [ date violation corrected: 9/18/2017 ]
32579,20160128,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 7/25/2016 ]
32579,20160128,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 1/28/2016 ]
32823,20171024,Moderate risk vermin infestation  [ date violation corrected: 10/27/2017 ]
32823,20171024,Unclean nonfood contact surfaces  [ date violation corrected: 10/27/2017 ]
32823,20170228,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 10/24/2017 ]
32823,20170228,Permit license or inspection report not posted  [ date violation corrected: 10/24/2017 ]
32823,20170228,Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/24/2017 ]
32823,20160822,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/22/2016 ]
32823,20160822,Unclean nonfood contact surfaces  [ date violation corrected: 2/28/2017 ]
33198,20180314,Unclean or degraded floors walls or ceilings
33198,20170908,High risk food holding temperature   [ date violation corrected: 9/29/2017 ]
33198,20170908,Improper storage of equipment utensils or linens  [ date violation corrected: 9/15/2017 ]
33198,20170908,Permit license or inspection report not posted  [ date violation corrected: 9/15/2017 ]
33198,20170908,Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/14/2018 ]
33198,20160804,High risk food holding temperature   [ date violation corrected: 9/8/2017 ]
33198,20160804,Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/8/2017 ]
33198,20160310,Insufficient hot water or running water  [ date violation corrected: 3/28/2016 ]
33198,20160310,Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/25/2016 ]
33198,20160310,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/25/2016 ]
33914,20180214,Improper reheating of food  [ date violation corrected: 2/14/2018 ]
33914,20180214,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 2/14/2018 ]
33914,20180214,Food safety certificate or food handler card not available
33914,20180214,Unclean unmaintained or improperly constructed toilet facilities
33914,20180214,Permit license or inspection report not posted
33914,20170329,Food safety certificate or food handler card not available  [ date violation corrected: 4/6/2017 ]
33914,20170329,Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 2/14/2018 ]
33914,20170329,Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/6/2017 ]
33914,20170329,High risk food holding temperature   [ date violation corrected: 4/6/2017 ]
33914,20170329,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 3/29/2017 ]
33914,20160803,Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/29/2017 ]
33914,20160803,Insufficient hot water or running water  [ date violation corrected: 3/29/2017 ]
33914,20160803,Food safety certificate or food handler card not available  [ date violation corrected: 3/29/2017 ]
33914,20160803,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 3/29/2017 ]
33914,20160216,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 8/3/2016 ]
33914,20160216,Food safety certificate or food handler card not available  [ date violation corrected: 8/3/2016 ]
33914,20160216,Moderate risk food holding temperature   [ date violation corrected: 8/3/2016 ]
33945,20170120,Inadequate food safety knowledge or lack of certified food safety manager
33945,20170120,No thermometers or uncalibrated thermometers 
33945,20170120,Other moderate risk violation
35469,20171129,Food safety certificate or food handler card not available
35469,20171129,Unclean or degraded floors walls or ceilings
35469,20171129,Unapproved or unmaintained equipment or utensils
35469,20171129,Moderate risk vermin infestation
35469,20161209,Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/29/2017 ]
35469,20161209,Food safety certificate or food handler card not available  [ date violation corrected: 11/29/2017 ]
35469,20161209,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 12/9/2016 ]
35469,20161209,Permit license or inspection report not posted  [ date violation corrected: 11/29/2017 ]
35469,20160603,Moderate risk vermin infestation  [ date violation corrected: 6/10/2016 ]
35469,20160603,Food safety certificate or food handler card not available  [ date violation corrected: 6/10/2016 ]
35469,20160603,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/10/2016 ]
35469,20160603,Permit license or inspection report not posted  [ date violation corrected: 6/10/2016 ]
35469,20160603,Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/10/2016 ]
35771,20171211,Wiping cloths not clean or properly stored or inadequate sanitizer
35771,20160419,Moderate risk food holding temperature   [ date violation corrected: 12/11/2017 ]
35786,20171128,Unclean or degraded floors walls or ceilings
35786,20171128,Unapproved or unmaintained equipment or utensils
35786,20171128,Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 11/28/2017 ]
35786,20170210,Low risk vermin infestation  [ date violation corrected: 2/17/2017 ]
35786,20170210,Moderate risk food holding temperature   [ date violation corrected: 2/17/2017 ]
35786,20170210,Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/17/2017 ]
35786,20160520,Moderate risk food holding temperature   [ date violation corrected: 2/10/2017 ]
35786,20160511,High risk food holding temperature   [ date violation corrected: 5/20/2016 ]
35786,20160511,No thermometers or uncalibrated thermometers   [ date violation corrected: 2/10/2017 ]
35786,20160511,Improper reheating of food  [ date violation corrected: 5/11/2016 ]
35790,20160811,Unclean or degraded floors walls or ceilings  [ date violation corrected: 12/12/2017 ]
35882,20180518,Unclean or degraded floors walls or ceilings
35882,20180518,Wiping cloths not clean or properly stored or inadequate sanitizer
35882,20170828,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 5/18/2018 ]
36494,20180205,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 2/5/2018 ]
36494,20180205,High risk food holding temperature   [ date violation corrected: 2/23/2018 ]
36494,20170505,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/5/2017 ]
36494,20160713,Moderate risk food holding temperature   [ date violation corrected: 7/13/2016 ]
36494,20160713,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/13/2016 ]
36494,20160713,Moderate risk vermin infestation  [ date violation corrected: 7/13/2016 ]
36494,20160713,Improper food storage  [ date violation corrected: 5/5/2017 ]
36494,20150817,Moderate risk food holding temperature   [ date violation corrected: 7/13/2016 ]
37688,20180510,Wiping cloths not clean or properly stored or inadequate sanitizer
37688,20180510,Unclean or degraded floors walls or ceilings
37688,20170919,Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/10/2018 ]
37688,20170919,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/19/2017 ]
37688,20160726,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 7/26/2016 ]
39025,20170906,Unclean nonfood contact surfaces
39665,20180126,Unclean or unsanitary food contact surfaces  [ date violation corrected: 1/26/2018 ]
39665,20180126,Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/26/2018 ]
39665,20170728,Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/26/2018 ]
39665,20170728,Inadequate warewashing facilities or equipment  [ date violation corrected: 1/26/2018 ]
39665,20170728,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 1/26/2018 ]
39665,20160701,Inadequate warewashing facilities or equipment  [ date violation corrected: 7/28/2017 ]
39665,20160701,Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/28/2017 ]
39665,20151121,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/1/2016 ]
39665,20151121,No thermometers or uncalibrated thermometers   [ date violation corrected: 7/1/2016 ]
39665,20151121,Foods not protected from contamination  [ date violation corrected: 7/1/2016 ]
39665,20151121,Improper storage of equipment utensils or linens  [ date violation corrected: 7/1/2016 ]
39665,20151121,Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/1/2016 ]
39665,20151121,Permit license or inspection report not posted  [ date violation corrected: 7/1/2016 ]
39667,20180427,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/24/2018 ]
39667,20180427,Improper or defective plumbing
39667,20180427,Low risk vermin infestation
39667,20180427,Unapproved or unmaintained equipment or utensils
39667,20170912,Other moderate risk violation  [ date violation corrected: 4/27/2018 ]
39667,20170912,Unclean nonfood contact surfaces  [ date violation corrected: 4/27/2018 ]
39667,20170912,Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 4/27/2018 ]
39667,20170912,No thermometers or uncalibrated thermometers   [ date violation corrected: 4/27/2018 ]
39667,20170912,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/27/2018 ]
39667,20170912,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/27/2018 ]
39667,20170308,Other moderate risk violation  [ date violation corrected: 9/12/2017 ]
39667,20170308,No thermometers or uncalibrated thermometers   [ date violation corrected: 9/12/2017 ]
39667,20170308,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/12/2017 ]
39667,20170308,Unclean or unsanitary food contact surfaces  [ date violation corrected: 9/12/2017 ]
39667,20160906,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/6/2016 ]
39667,20151016,No thermometers or uncalibrated thermometers   [ date violation corrected: 9/5/2016 ]
39667,20151016,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/5/2016 ]
39667,20151016,Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/5/2016 ]
39667,20151016,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/5/2016 ]
59021,20180202,Moderate risk vermin infestation  [ date violation corrected: 2/2/2018 ]
59021,20180202,Food safety certificate or food handler card not available
59021,20170202,Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 2/2/2017 ]
59021,20170202,Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/2/2018 ]
59021,20160722,Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/2/2017 ]
60029,20170725,Improper storage of equipment utensils or linens  [ date violation corrected: 8/1/2017 ]
60029,20170725,Low risk vermin infestation  [ date violation corrected: 8/1/2017 ]
60029,20170725,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 7/25/2017 ]
60029,20170725,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/1/2017 ]
60029,20170725,Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/1/2017 ]
60547,20170421,Inadequate procedures or records for time as a public health control 
60547,20170421,Foods not protected from contamination
60547,20160624,Improper food storage  [ date violation corrected: 4/21/2017 ]
60547,20160624,Food safety certificate or food handler card not available  [ date violation corrected: 4/21/2017 ]
60548,20180608,Food safety certificate or food handler card not available  [ date violation corrected: 6/14/2018 ]
60548,20180608,No hot water or running water  [ date violation corrected: 6/14/2018 ]
60548,20180608,Moderate risk food holding temperature   [ date violation corrected: 6/14/2018 ]
60548,20180608,Permit license or inspection report not posted  [ date violation corrected: 6/14/2018 ]
60548,20180608,Improper or defective plumbing  [ date violation corrected: 6/14/2018 ]
60548,20170421,Inadequate sewage or wastewater disposal  [ date violation corrected: 6/8/2018 ]
60548,20170421,Food safety certificate or food handler card not available  [ date violation corrected: 6/8/2018 ]
60548,20170421,Foods not protected from contamination  [ date violation corrected: 4/21/2017 ]
60549,20151010,Insufficient hot water or running water
60549,20151010,Inadequate sewage or wastewater disposal
60550,20180614,Permit license or inspection report not posted
60550,20180614,Food safety certificate or food handler card not available
60550,20180614,Unclean nonfood contact surfaces
60550,20170224,Permit license or inspection report not posted  [ date violation corrected: 4/19/2017 ]
60550,20170224,Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 4/19/2017 ]
60550,20160701,Insufficient hot water or running water  [ date violation corrected: 2/24/2017 ]
60550,20150828,Permit license or inspection report not posted  [ date violation corrected: 7/1/2016 ]
60550,20150828,Food safety certificate or food handler card not available  [ date violation corrected: 7/1/2016 ]
60551,20161103,Improper food storage  [ date violation corrected: 11/3/2016 ]
60551,20161103,Moderate risk food holding temperature   [ date violation corrected: 11/3/2016 ]
60551,20150820,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/28/2015 ]
60551,20150820,High risk vermin infestation  [ date violation corrected: 8/28/2015 ]
60551,20150820,Improper food storage  [ date violation corrected: 8/28/2015 ]
60551,20150820,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 8/28/2015 ]
60551,20150820,Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/28/2015 ]
62674,20170817,Unclean nonfood contact surfaces
63619,20180731,High risk food holding temperature   [ date violation corrected: 8/8/2018 ]
63619,20180731,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 7/31/2018 ]
63619,20170919,Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/30/2018 ]
63619,20170919,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 7/30/2018 ]
63619,20170919,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/19/2017 ]
63619,20170131,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 3/17/2017 ]
63619,20170131,Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/17/2017 ]
63619,20170131,Moderate risk food holding temperature   [ date violation corrected: 3/24/2017 ]
63619,20170131,Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 9/18/2017 ]
63619,20160829,Unsanitary employee garments hair or nails  [ date violation corrected: 1/31/2017 ]
63619,20160829,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/31/2017 ]
63619,20160829,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 1/31/2017 ]
63619,20160520,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/29/2016 ]
63619,20160520,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 8/29/2016 ]
65283,20180302,Moderate risk food holding temperature   [ date violation corrected: 3/15/2018 ]
65283,20180302,Unclean or degraded floors walls or ceilings
65283,20180302,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 3/2/2018 ]
65283,20170831,Food safety certificate or food handler card not available  [ date violation corrected: 3/2/2018 ]
65283,20170831,Improper storage of equipment utensils or linens  [ date violation corrected: 3/2/2018 ]
65283,20170831,Improper or defective plumbing  [ date violation corrected: 3/2/2018 ]
65283,20161222,Improper storage of equipment utensils or linens  [ date violation corrected: 8/31/2017 ]
65283,20161222,Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/31/2017 ]
65283,20161222,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 8/31/2017 ]
65283,20160617,Improper or defective plumbing  [ date violation corrected: 6/29/2016 ]
65283,20160617,Permit license or inspection report not posted  [ date violation corrected: 12/22/2016 ]
65283,20160617,High risk food holding temperature   [ date violation corrected: 6/29/2016 ]
65580,20170918,High risk food holding temperature   [ date violation corrected: 9/18/2017 ]
65580,20170918,Improper thawing methods   [ date violation corrected: 9/18/2017 ]
65580,20170918,Inadequate dressing rooms or improper storage of personal items
65580,20170918,Inadequate and inaccessible handwashing facilities
65580,20160511,Permit license or inspection report not posted  [ date violation corrected: 5/11/2016 ]
65580,20160511,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/11/2016 ]
65580,20160511,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/18/2017 ]
65580,20160511,Employee eating or smoking  [ date violation corrected: 5/11/2016 ]
65674,20170127,Unclean unmaintained or improperly constructed toilet facilities
65674,20170127,Inadequate food safety knowledge or lack of certified food safety manager
65674,20170127,No thermometers or uncalibrated thermometers 
65674,20170127,Inadequate dressing rooms or improper storage of personal items
65674,20170127,Moderate risk vermin infestation
65674,20170127,Unapproved or unmaintained equipment or utensils
65674,20170127,Permit license or inspection report not posted
65674,20170127,Unclean hands or improper use of gloves
65674,20170119,Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 1/25/2017 ]
65674,20170119,Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 1/25/2017 ]
65674,20170119,Permit license or inspection report not posted  [ date violation corrected: 1/25/2017 ]
65674,20170119,Moderate risk vermin infestation  [ date violation corrected: 1/25/2017 ]
65674,20170119,No thermometers or uncalibrated thermometers   [ date violation corrected: 1/25/2017 ]
65674,20170119,Unclean hands or improper use of gloves  [ date violation corrected: 1/25/2017 ]
65674,20170119,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/25/2017 ]
65674,20170119,Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 1/25/2017 ]
65826,20170713,Moderate risk vermin infestation
65826,20170713,Improper or defective plumbing
65826,20161025,Improper food storage  [ date violation corrected: 7/13/2017 ]
65826,20161025,Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 11/8/2016 ]
65826,20161025,Insufficient hot water or running water  [ date violation corrected: 11/8/2016 ]
65826,20151023,Low risk vermin infestation  [ date violation corrected: 10/25/2016 ]
66363,20171204,Moderate risk food holding temperature   [ date violation corrected: 1/4/2018 ]
66363,20171204,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 12/4/2017 ]
66363,20161129,Unclean or degraded floors walls or ceilings  [ date violation corrected: 12/4/2017 ]
66363,20161129,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 11/29/2016 ]
66363,20160531,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/31/2016 ]
66363,20160531,Permit license or inspection report not posted  [ date violation corrected: 11/29/2016 ]
66363,20160531,Food safety certificate or food handler card not available  [ date violation corrected: 11/29/2016 ]
66363,20160531,Improper food storage  [ date violation corrected: 11/29/2016 ]
66687,20180614,Improper thawing methods 
66687,20170130,Unclean or degraded floors walls or ceilings  [ date violation corrected: 12/5/2017 ]
67187,20161011,Moderate risk food holding temperature   [ date violation corrected: 10/11/2016 ]
67510,20180221,Low risk vermin infestation  [ date violation corrected: 2/22/2018 ]
67510,20180221,No thermometers or uncalibrated thermometers   [ date violation corrected: 2/22/2018 ]
67510,20180221,Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 2/22/2018 ]
67510,20180221,Unclean nonfood contact surfaces  [ date violation corrected: 2/22/2018 ]
67510,20180221,High risk food holding temperature   [ date violation corrected: 2/22/2018 ]
67510,20180221,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 2/22/2018 ]
67510,20160824,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 2/21/2018 ]
67510,20160824,No thermometers or uncalibrated thermometers   [ date violation corrected: 2/21/2018 ]
67510,20160824,Inadequate ventilation or lighting  [ date violation corrected: 2/21/2018 ]
67602,20180711,Unclean or unsanitary food contact surfaces  [ date violation corrected: 7/11/2018 ]
67602,20171011,Improper storage of equipment utensils or linens  [ date violation corrected: 7/11/2018 ]
67602,20171011,Improper food storage  [ date violation corrected: 10/11/2017 ]
67602,20161110,Improper food storage  [ date violation corrected: 1/26/2017 ]
67602,20161110,Improper storage of equipment utensils or linens  [ date violation corrected: 1/26/2017 ]
67602,20160520,Moderate risk food holding temperature   [ date violation corrected: 11/10/2016 ]
67602,20160520,Improper storage of equipment utensils or linens  [ date violation corrected: 11/10/2016 ]
